"","age","sex","race","country","education","relationship","internet_freq","internet_freq_everyday","gender_male","education_tertiary","relationship_yes","country_ke","country_za","country_ng","completition_minute","total_attention","att_check01","att_check02","att_check03","attention_score","multiple_attempts","order_attempt","sex_educ_exp","attention","PE01","PE02","PE03","FC02","EE01","EE02","SI01","SI02","SI03","SI04","AT01","AT02","AT03","BIU01","BIU02","BII01","BII02","BII03","sexEd_pref","sexEd_acc"
"506",19,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,18,0,0,0,0,"0","1","1","Yes",0,6,6,5,5,6,5,5,5,5,5,5,4,5,5,5,5,6,5,"Social media (Whatsapp)","Acceptable"
"507",19,"Male","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,1,0,1,0,1,0,7.2,3,1,1,1,"3","1","1","No",1,6,5,7,5,6,7,5,5,5,5,5,3,3,6,5,6,7,7,"Social media (Facebook)","Acceptable"
"508",20,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,12.4,0,0,0,0,"0","1","1","No",0,7,5,6,7,4,4,3,3,3,3,6,4,5,6,6,6,6,6,"Social media (Facebook)","Acceptable"
"509",21,"Male","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,1,0,0,11.4,3,1,1,1,"3","1","1","Yes",1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,"Social media (Facebook)","Acceptable"
"510",22,"Male","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Sometimes",0,1,1,0,1,0,0,15.3,3,1,1,1,"3","1","1","No",1,6,5,5,5,5,5,5,4,3,5,5,6,6,7,7,7,7,5,"Social media (Facebook)","Perfectly Acceptable"
"511",21,"Female","Black/African","Kenya","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,1,0,0,9.3,1,0,0,1,"1","1","1","No",0,6,6,5,4,6,4,4,3,3,5,5,5,3,5,5,5,5,5,"Mass Media (TV, Radio)","Neutral"
"512",23,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,0,1,1,1,0,0,40.4,1,0,0,1,"1","1","1","No",0,7,7,7,5,5,5,4,3,4,5,5,4,4,4,4,4,4,4,"Mass Media (TV, Radio)","Perfectly Acceptable"
"513",21,"Male","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,1,0,0,18.2,0,0,0,0,"0","1","1","Yes",0,7,7,5,5,6,6,1,1,1,4,4,3,1,7,7,7,7,4,"Mass Media (TV, Radio)","Acceptable"
"514",21,"Male","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Sometimes",0,1,1,0,1,0,0,11.3,3,1,1,1,"3","1","1","No",1,5,5,5,3,5,5,3,3,3,3,5,5,4,5,5,4,4,4,"Mass Media (TV, Radio)","Slightly acceptable"
"515",22,"Male","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,1,0,0,14.4,0,0,0,0,"0","1","1","Yes",0,6,7,7,5,7,7,3,4,3,3,7,5,5,6,7,7,7,7,"Social media (Whatsapp)","Acceptable"
"516",23,"Female","Black/African","Kenya","< Tertiary","Married/Living with Partner","Occasionally/Rarely",0,0,0,1,1,0,0,19.7,0,0,0,0,"0","1","1","No",0,7,7,7,4,5,7,7,7,7,5,7,7,7,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"517",21,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,13.8,2,1,0,1,"2","1","1","Yes",1,6,6,6,5,6,7,7,6,6,7,6,3,5,6,6,6,6,6,"A public dedicated website","Acceptable"
"518",22,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,8.1,3,1,1,1,"3","1","1","Yes",1,7,7,7,7,5,5,7,7,4,7,5,5,7,7,7,7,7,7,"Mass Media (TV, Radio)","Perfectly Acceptable"
"519",23,"Female","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,1,0,0,5.7,0,0,0,0,"0","1","1","Yes",0,6,7,7,5,4,7,3,3,3,3,3,3,3,5,5,5,5,5,"Mass Media (TV, Radio)","Slightly acceptable"
"520",23,"Male","Black/African","Kenya","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,1,0,0,14.6,3,1,1,1,"3","1","1","Yes",1,7,7,5,6,5,7,6,7,6,7,7,7,6,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"521",22,"Female","Black/African","Kenya","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,1,0,0,9.5,0,0,0,0,"0","1","1","Yes",0,7,7,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"522",18,"Male","Black/African","Kenya","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,1,0,0,9.8,3,1,1,1,"3","1","1","Yes",1,6,6,6,5,6,6,5,5,3,5,5,5,4,5,5,5,5,5,"Social media (Facebook)","Acceptable"
"523",24,"Female","Black/African","South Africa","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,1,0,7.5,1,0,0,1,"1","1","1","No",0,7,7,7,7,7,5,1,1,1,1,1,1,6,3,7,7,6,7,"Social media (Facebook)","Perfectly Acceptable"
"524",20,"Female","Black/African","South Africa","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,1,0,10.8,3,1,1,1,"3","1","1","Yes",1,7,7,7,5,6,5,4,5,4,6,6,5,5,6,6,6,6,5,"Social media (Whatsapp)","Perfectly Acceptable"
"525",22,"Female","Black/African","South Africa","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,1,0,9.5,1,0,0,1,"1","1","1","No",0,6,4,6,4,4,6,3,3,3,3,4,4,4,5,5,4,4,5,"Social media (Whatsapp)","Neutral"
"526",21,"Female","Others","South Africa","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,1,0,7.2,3,1,1,1,"3","1","1","No",1,4,4,4,4,3,3,3,3,3,4,4,3,3,3,5,5,4,4,"A public dedicated website","Slightly Unacceptable"
"527",19,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,5.7,3,1,1,1,"3","3","1","No",1,5,4,5,4,5,5,3,3,4,3,4,4,5,4,5,5,5,6,"Social media (Whatsapp)","Slightly Unacceptable"
"528",18,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Occasionally/Rarely",0,1,1,1,0,0,1,6.2,3,1,1,1,"3","3","2","Yes",1,5,5,5,3,4,4,4,4,4,4,4,4,4,5,6,7,7,7,"Social media (Facebook)","Neutral"
"529",18,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,17.3,3,1,1,1,"3","2","1","No",1,5,5,5,5,4,4,4,4,4,5,5,5,5,6,6,5,5,5,"A public dedicated website","Neutral"
"530",24,"Male","Black/African","Nigeria","Tertiary/Higher","Married/Living with Partner","Everyday",1,1,1,1,0,0,1,3,3,1,1,1,"3","1","1","Yes",1,4,4,4,5,3,4,4,5,4,4,3,4,4,5,4,5,5,5,"Social media (Facebook)","Acceptable"
"531",18,"Male","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Everyday",1,1,0,1,0,0,1,11.6,3,1,1,1,"3","3","1","Yes",1,5,7,7,4,6,5,7,3,5,5,7,7,7,7,7,7,7,7,"Mass Media (TV, Radio)","Acceptable"
"532",23,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,7.6,1,0,0,1,"1","3","2","No",0,7,7,7,5,7,7,2,1,1,2,2,2,2,5,5,5,5,2,"Social media (Facebook)","Perfectly Acceptable"
"533",20,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,20.9,3,1,1,1,"3","3","3","No",1,5,5,5,5,5,3,5,5,5,3,5,5,4,5,5,4,4,4,"Social media (Facebook)","Acceptable"
"534",22,"Male","Others","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,19,1,0,0,1,"1","1","1","Yes",0,7,7,7,4,6,6,4,4,4,3,5,5,5,7,7,7,7,6,"Social media (Facebook)","Perfectly Acceptable"
"535",22,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,22.7,3,1,1,1,"3","1","1","No",1,6,6,6,4,5,3,3,3,3,3,5,4,3,4,4,5,5,5,"Social media (Whatsapp)","Slightly Unacceptable"
"536",21,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,4,3,1,1,1,"3","1","1","Yes",1,4,5,5,4,4,4,5,6,5,7,4,5,3,5,6,5,5,5,NA,"Slightly Unacceptable"
"537",20,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Sometimes",0,1,0,0,0,0,1,21.8,1,0,0,1,"1","1","1","No",0,3,3,5,3,4,3,3,3,3,5,3,5,5,5,5,5,5,5,NA,NA
"538",19,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,10.3,3,1,1,1,"3","1","1","No",1,5,5,5,5,4,4,1,1,1,1,5,5,3,3,5,7,7,5,"Social media (Facebook)","Perfectly Acceptable"
"539",22,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,14.1,1,0,0,1,"1","1","1","No",0,6,6,5,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,"Social media (Whatsapp)","Perfectly Acceptable"
"540",19,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,17.9,0,0,0,0,"0","1","1","No",0,6,6,5,4,5,4,5,5,5,6,5,5,5,5,5,5,5,4,"Social media (Facebook)","Perfectly Acceptable"
"541",22,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,10.6,3,1,1,1,"3","1","1","No",1,5,6,6,4,5,4,2,2,1,2,6,6,6,7,7,7,7,4,"A public dedicated website","Neutral"
"542",18,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,6.1,0,0,0,0,"0","1","1","Yes",0,4,4,4,7,4,4,3,4,4,3,4,4,3,5,6,4,4,4,"Social media (Twitter)",NA
"543",21,"Male","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Everyday",1,1,0,1,0,0,1,11.2,3,1,1,1,"3","1","1","No",1,7,7,7,3,6,6,5,6,5,1,6,5,7,7,7,6,6,6,"Social media (Facebook)","Perfectly Acceptable"
"544",18,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,17.8,3,1,1,1,"3","1","1","No",1,4,5,4,3,6,7,4,1,1,2,4,3,2,5,5,6,6,6,"Social media (Facebook)","Acceptable"
"545",18,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,18.6,3,1,1,1,"3","1","1","Yes",1,6,6,6,6,6,6,6,6,6,7,6,6,6,7,7,7,7,7,"Social media (Whatsapp)","Acceptable"
"546",19,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,16.6,3,1,1,1,"3","1","1","No",1,4,2,5,1,5,5,1,1,2,4,1,1,1,2,1,2,2,2,"Social media (Twitter)","Totally Unacceptable"
"547",19,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Sometimes",0,1,0,0,0,0,1,15.6,3,1,1,1,"3","1","1","No",1,7,7,7,7,7,6,5,5,5,5,5,5,5,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"548",18,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Sometimes",0,0,0,0,0,0,1,9.7,3,1,1,1,"3","1","1","No",1,6,6,5,5,5,5,4,4,4,5,5,4,4,5,5,5,5,4,"Mass Media (TV, Radio)","Acceptable"
"549",20,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Occasionally/Rarely",0,0,0,1,0,0,1,10.2,2,1,0,1,"2","1","1","Yes",1,7,6,6,6,5,6,2,3,2,2,2,2,2,6,6,6,6,6,"A public dedicated website","Acceptable"
"550",21,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,11.4,3,1,1,1,"3","1","1","Yes",1,7,6,6,7,6,6,7,7,6,6,5,6,6,6,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"551",20,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,20,2,1,0,1,"2","1","1","No",1,7,6,6,6,5,6,2,6,7,6,2,2,1,7,7,7,7,7,"Mass Media (TV, Radio)","Perfectly Acceptable"
"552",22,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,15.1,1,0,0,1,"1","1","1","No",0,5,6,5,2,3,3,1,1,1,1,5,1,3,1,1,1,1,1,"A public dedicated website","Acceptable"
"553",21,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,0,1,12.1,3,1,1,1,"3","1","1","No",1,5,5,5,3,5,4,5,5,4,4,5,5,4,5,5,5,5,5,"A public dedicated website","Acceptable"
"554",23,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,5.9,0,0,0,0,"0","1","1","Yes",0,7,7,7,6,5,6,2,3,3,2,3,3,3,4,5,4,4,6,"Social media (Facebook)","Acceptable"
"555",18,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,9,3,1,1,1,"3","1","1","No",1,7,5,5,5,4,3,4,5,5,4,5,6,3,5,5,4,4,4,"Social media (Whatsapp)","Acceptable"
"556",19,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,0,1,7,1,0,0,1,"1","1","1","Yes",0,5,5,5,5,5,5,3,3,3,3,3,4,3,6,4,5,5,5,"Social media (Whatsapp)","Slightly acceptable"
"557",18,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,11.7,1,0,0,1,"1","1","1","No",0,7,7,7,7,4,4,1,1,1,1,5,5,5,7,7,7,5,5,"A public dedicated website","Perfectly Acceptable"
"558",20,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,13.9,3,1,1,1,"3","1","1","No",1,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,"Social media (Whatsapp)","Acceptable"
"559",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,10.3,0,0,0,0,"0","1","1","Yes",0,6,6,6,6,6,4,5,5,5,6,6,5,3,5,6,6,6,5,"Social media (Whatsapp)","Perfectly Acceptable"
"560",23,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,4.8,1,1,0,0,"1","1","1","Yes",0,6,6,6,6,6,6,2,2,2,2,2,2,2,5,5,4,4,4,"Social media (Facebook)","Acceptable"
"561",21,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Sometimes",0,0,1,1,0,0,1,11.6,1,0,0,1,"1","1","1","Yes",0,4,4,4,3,2,3,5,6,6,5,4,3,4,4,4,5,4,5,NA,NA
"562",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Sometimes",0,1,1,0,0,0,1,18.2,3,1,1,1,"3","1","1","No",1,5,5,5,3,4,5,5,5,5,4,4,3,4,4,5,4,4,4,"A public dedicated website","Slightly acceptable"
"563",21,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,0,1,12.3,3,1,1,1,"3","1","1","No",1,5,5,5,4,5,5,2,2,1,1,5,5,4,4,6,3,4,3,"Social media (Facebook)","Perfectly Acceptable"
"564",18,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Occasionally/Rarely",0,1,0,0,0,0,1,8.1,0,0,0,0,"0","1","1","Yes",0,7,7,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,"A public dedicated website","Acceptable"
"565",19,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,13.5,3,1,1,1,"3","1","1","Yes",1,6,6,6,6,6,6,4,4,4,5,3,4,4,6,6,5,6,6,"Social media (Whatsapp)","Acceptable"
"566",22,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,12.8,3,1,1,1,"3","1","1","Yes",1,6,7,7,6,7,7,4,6,6,7,7,7,6,7,7,7,7,7,"Social media (Whatsapp)","Perfectly Acceptable"
"567",20,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,22.4,1,0,0,1,"1","1","1","Yes",0,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,"A public dedicated website","Acceptable"
"568",18,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,11.8,3,1,1,1,"3","1","1","Yes",1,6,7,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,"Social media (Whatsapp)","Acceptable"
"569",21,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Sometimes",0,0,0,1,0,0,1,10.4,3,1,1,1,"3","1","1","No",1,7,7,7,4,4,5,4,4,4,4,4,3,4,5,4,5,4,4,"Mass Media (TV, Radio)","Perfectly Acceptable"
"570",22,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,11.2,3,1,1,1,"3","1","1","Yes",1,5,5,5,4,5,3,4,6,1,4,1,5,4,3,4,5,5,5,NA,"Totally Unacceptable"
"571",19,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,14.6,3,1,1,1,"3","1","1","No",1,5,5,5,5,4,3,4,4,3,5,5,5,4,5,5,4,4,4,"A public dedicated website","Acceptable"
"572",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Sometimes",0,1,1,0,0,0,1,14.4,3,1,1,1,"3","1","1","No",1,5,7,5,4,4,3,6,6,7,7,4,5,5,5,6,6,6,6,"Mass Media (TV, Radio)","Acceptable"
"573",21,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,12,2,0,1,1,"2","1","1","Yes",1,7,7,7,5,7,6,6,5,5,5,1,1,5,5,5,6,6,5,"Social media (Facebook)","Perfectly Acceptable"
"574",19,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,18.7,0,0,0,0,"0","1","1","No",0,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,5,5,5,"A public dedicated website","Neutral"
"575",19,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,5.2,1,1,0,0,"1","1","1","Yes",0,1,1,1,1,7,1,7,1,6,6,4,5,3,7,3,2,7,6,NA,"Perfectly Acceptable"
"576",22,"Female","Black/African","Nigeria","< Tertiary","Not married: in a relationship ","Everyday",1,0,0,1,0,0,1,11.3,1,0,0,1,"1","1","1","Yes",0,7,4,4,5,2,7,4,4,4,4,4,4,4,7,7,7,7,6,"Social media (Facebook)","Acceptable"
"577",22,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,12.3,3,1,1,1,"3","2","1","Yes",1,7,7,6,7,6,6,7,7,7,7,7,7,7,7,7,6,7,7,"Social media (Facebook)","Perfectly Acceptable"
"578",21,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Sometimes",0,1,0,0,0,0,1,25.4,3,1,1,1,"3","1","1","No",1,7,7,7,6,7,7,6,6,5,5,7,6,6,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"579",18,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,19.3,3,1,1,1,"3","1","1","No",1,7,7,7,6,6,6,6,6,6,7,7,6,6,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"580",20,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,10.2,0,0,0,0,"0","1","1","Yes",0,6,7,6,5,7,5,2,3,4,2,3,3,4,4,6,6,7,4,"Social media (Whatsapp)","Slightly acceptable"
"581",21,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,14.7,3,1,1,1,"3","1","1","Yes",1,7,7,7,7,7,6,5,6,6,5,7,5,4,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"582",19,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,11.5,2,1,0,1,"2","1","1","Yes",1,7,6,6,4,6,6,3,4,4,5,2,2,2,5,5,7,7,7,"Mass Media (TV, Radio)","Perfectly Acceptable"
"583",21,"Male","Others","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,25,2,0,1,1,"2","1","1","No",1,5,5,5,5,5,5,4,4,4,5,5,3,4,5,5,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"584",22,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,10.5,1,0,0,1,"1","1","1","Yes",0,6,5,5,5,4,4,3,3,3,4,5,5,4,5,5,5,5,5,"Social media (Facebook)","Perfectly Acceptable"
"585",23,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,9.3,1,0,0,1,"1","1","1","Yes",0,4,4,5,5,4,4,4,4,4,3,3,4,3,5,5,5,5,5,"Mass Media (TV, Radio)","Slightly acceptable"
"586",22,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,10.2,3,1,1,1,"3","1","1",NA,1,6,6,6,6,6,6,2,2,2,2,7,7,6,7,7,2,2,2,"Social media (Whatsapp)","Acceptable"
"587",18,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Sometimes",0,1,0,0,0,0,1,9.5,1,0,0,1,"1","1","1","No",0,3,3,4,3,5,5,3,4,6,2,4,5,1,6,6,5,5,2,"Social media (Instagram)","Perfectly Acceptable"
"588",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,17.5,2,0,1,1,"2","1","1","Yes",1,5,5,5,5,5,5,4,5,4,4,5,5,4,5,5,4,4,4,"Social media (Facebook)","Acceptable"
"589",19,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,11.4,2,0,1,1,"2","1","1","No",1,7,7,4,5,7,5,7,7,7,7,7,7,5,7,7,7,6,7,"Social media (Facebook)","Perfectly Acceptable"
"590",18,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,8,0,0,0,0,"0","1","1","Yes",0,1,6,5,4,2,7,3,5,3,4,5,4,5,3,3,2,3,4,"Social media (Facebook)","Slightly acceptable"
"591",23,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,15.1,1,1,0,0,"1","1","1","Yes",0,7,7,7,6,6,4,3,3,3,5,4,4,4,7,7,7,7,7,"Social media (Facebook)","Acceptable"
"592",21,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,9.8,3,1,1,1,"3","1","1","Yes",1,5,5,5,5,5,5,3,3,2,4,5,5,5,5,5,5,5,5,"Social media (Instagram)","Acceptable"
"593",18,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,16.1,3,1,1,1,"3","1","1","No",1,4,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,"Social media (Twitter)","Neutral"
"594",20,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Sometimes",0,0,1,0,0,0,1,10.4,3,1,1,1,"3","2","1","Yes",1,5,5,5,6,5,5,2,4,5,5,5,4,5,7,7,7,7,7,"Social media (Facebook)","Acceptable"
"595",19,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,16.8,1,0,0,1,"1","2","2","Yes",0,5,5,6,6,5,5,5,5,5,5,5,5,4,6,7,7,7,6,"A public dedicated website","Acceptable"
"596",21,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,0,1,0,0,0,1,6.7,3,1,1,1,"3","1","1","No",1,6,6,5,3,4,5,2,3,2,1,5,3,3,4,5,5,4,5,"Social media (Twitter)","Perfectly Acceptable"
"597",21,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,1,1,1,0,0,1,14.7,0,0,0,0,"0","1","1","Yes",0,7,7,7,7,7,7,1,1,1,1,2,2,2,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"598",19,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,27.8,3,1,1,1,"3","1","1","No",1,5,5,5,5,5,5,5,5,5,6,5,5,4,5,5,5,5,5,"Social media (Facebook)","Perfectly Acceptable"
"599",19,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,9.4,3,1,1,1,"3","1","1","Yes",1,6,5,6,6,5,5,1,1,2,4,4,5,2,6,7,7,5,6,"Social media (Facebook)","Perfectly Acceptable"
"600",19,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Sometimes",0,1,0,0,0,0,1,11.6,1,0,0,1,"1","1","1","Yes",0,5,5,5,5,5,5,6,5,5,5,5,5,3,5,6,5,6,5,"Social media (Facebook)","Slightly acceptable"
"601",19,"Female","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,0,0,0,0,0,1,9.5,3,1,1,1,"3","1","1","No",1,7,7,7,6,7,7,6,6,6,6,6,5,4,7,7,7,7,7,"Social media (Facebook)","Perfectly Acceptable"
"602",19,"Female","Black/African","Nigeria","Tertiary/Higher","Not married: in a relationship ","Everyday",1,0,1,1,0,0,1,18.5,3,1,1,1,"3","1","1","Yes",1,7,5,5,5,4,4,4,3,6,6,6,1,1,5,5,5,5,5,"Social media (Whatsapp)","Perfectly Acceptable"
"603",24,"Male","Black/African","Nigeria","Tertiary/Higher","Not married: not in relationship","Everyday",1,1,1,0,0,0,1,5.5,0,0,0,0,"0","1","1","Yes",0,5,5,5,5,5,5,7,7,5,3,3,7,6,1,2,4,5,3,"Mass Media (TV, Radio)","Acceptable"
"604",19,"Male","Black/African","Nigeria","< Tertiary","Not married: not in relationship","Everyday",1,1,0,0,0,0,1,6.3,0,0,0,0,"0","1","1","No",0,6,6,6,7,6,7,3,4,3,3,2,2,2,7,6,6,6,6,"Mass Media (TV, Radio)","Slightly acceptable"
